is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
0,37,2015,July,27,1,1,4,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,97.29,0,1,Check-Out,7/6/2015,John Matthews,John.Matthews@aol.com,952-496-4398,************1019
0,72,2015,July,27,1,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,,0,Transient,84.67,0,1,Check-Out,7/7/2015,Robert Chung,Robert.Chung47@yandex.com,382-465-6552,************8524
0,72,2015,July,27,1,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,,0,Transient,84.67,0,1,Check-Out,7/7/2015,Mark Garcia,MGarcia16@comcast.net,784-675-4921,************4371
0,72,2015,July,27,1,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250,,0,Transient,99.67,0,1,Check-Out,7/7/2015,Brandon Taylor,BrandonTaylor@hotmail.com,227-329-7167,************8470
0,127,2015,July,27,1,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,115,,0,Contract,94.95,0,1,Check-Out,7/1/2015,Angie Sanchez,Angie_Sanchez@att.com,211-889-2476,************8871
0,78,2015,July,27,1,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,,0,Transient,63.6,1,0,Check-Out,7/8/2015,Alexis King,King_Alexis70@hotmail.com,103-516-5853,************6809
0,48,2015,July,27,1,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Contract,79.5,0,0,Check-Out,7/8/2015,Michael Davidson,MichaelDavidson82@att.com,336-525-2460,************8662
1,60,2015,July,27,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,107,0,2,Canceled,5/11/2015,Jaime Flynn,JaimeFlynn29@gmail.com,549-866-3721,************9660
0,77,2015,July,27,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,94,0,0,Check-Out,7/8/2015,Mrs. Alicia Williams,Mrs..W61@yandex.com,427-564-4927,************4445
0,99,2015,July,27,1,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,87.3,1,1,Check-Out,7/8/2015,Heather Hart,Heather.H@xfinity.com,431-329-6663,************2780
0,118,2015,July,27,1,4,10,1,0,0,BB,,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,62,0,2,Check-Out,7/15/2015,Diamond Wilson,Wilson.Diamond@comcast.net,870-563-6202,************8017
0,95,2015,July,27,1,4,11,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,63.86,0,0,Check-Out,7/16/2015,Paul Williams,Williams_Paul@xfinity.com,789-736-8837,************7006
1,96,2015,July,27,1,2,8,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,108.3,0,2,Canceled,5/29/2015,Reginald Cunningham,Reginald_C57@outlook.com,800-249-2144,************5699
0,69,2015,July,27,2,2,4,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,175,,0,Transient,65.5,0,0,Check-Out,7/8/2015,Willie Sims,Willie_S@yahoo.com,790-830-7635,************7682
1,45,2015,July,27,2,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,108.8,0,1,Canceled,5/19/2015,Alex Brown,Alex.B@zoho.com,956-737-1944,************4084
1,40,2015,July,27,2,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,108.8,0,1,Canceled,6/19/2015,Virginia Holden,Virginia.H@aol.com,734-480-9929,************8469
0,15,2015,July,27,2,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,98,0,0,Check-Out,7/6/2015,John Smith,John_Smith@xfinity.com,624-965-3392,************6445
0,36,2015,July,27,2,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,108.8,0,1,Check-Out,7/6/2015,Jennifer Barton,JBarton@hotmail.com,902-792-8048,************2544
1,43,2015,July,27,2,1,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,108.8,0,0,Canceled,5/23/2015,Richard Holt,Richard.Holt@hotmail.com,517-420-6344,************7544
0,70,2015,July,27,2,2,3,2,0,0,HB,ROU,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,0,Transient,137,0,1,Check-Out,7/7/2015,Amy Green,Amy.Green56@gmail.com,858-208-4589,************3073
1,45,2015,July,27,2,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,,0,Transient,117.81,0,0,Canceled,5/18/2015,Kimberly Perez,Perez.Kimberly84@hotmail.com,320-615-3590,************4653
0,45,2015,July,27,2,2,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Contract,79.5,0,0,Check-Out,7/7/2015,Carly Armstrong,CArmstrong@mail.com,521-784-3601,************7391
0,16,2015,July,27,2,2,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,123,0,0,Check-Out,7/7/2015,Scott Hammond,ScottHammond41@verizon.com,632-108-8350,************4823
0,70,2015,July,27,2,2,3,2,0,0,HB,ROU,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,0,Transient,137,0,1,Check-Out,7/7/2015,Debra Fuller,Debra.Fuller@protonmail.com,229-134-3710,************3550
0,107,2015,July,27,2,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,110.7,0,2,Check-Out,7/9/2015,Rachel Davis,RachelDavis@mail.com,549-261-2558,************2810
1,47,2015,July,27,2,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,153,0,0,Canceled,6/2/2015,Michael Mccormick,Mccormick.Michael19@aol.com,380-830-9585,************2950
0,96,2015,July,27,2,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,,0,Transient,58.95,0,1,Check-Out,7/9/2015,Ann Sullivan,AnnSullivan@att.com,947-577-3720,************4782
0,113,2015,July,27,2,2,5,2,0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156,,0,Transient-Party,82.88,0,2,Check-Out,7/9/2015,Rachel Wallace,Rachel_W79@xfinity.com,870-988-2775,************1133
0,90,2015,July,27,2,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,243,,0,Contract,82.35,0,0,Check-Out,7/9/2015,Carla Ferguson,Carla_Ferguson@att.com,724-910-8709,************8339
0,50,2015,July,27,2,2,5,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,241,,0,Transient,119.35,0,1,Check-Out,7/9/2015,Greg Hardin,Hardin_Greg@gmail.com,488-646-3204,************1449
0,113,2015,July,27,2,2,5,2,0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,,0,Transient-Party,67.58,0,2,Check-Out,7/9/2015,Rachel Ho,Ho_Rachel74@aol.com,338-173-6502,************4642
0,93,2015,July,27,2,3,8,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,,0,Contract,56.01,0,0,Check-Out,7/13/2015,Elizabeth Joseph,Joseph_Elizabeth@yandex.com,625-613-9890,************5898
0,76,2015,July,27,2,4,10,2,0,0,BB,OMN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Contract,110.7,0,0,Check-Out,7/16/2015,Stephen Brown,Stephen.Brown@att.com,154-115-9953,************6842
0,3,2015,July,27,2,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,88.2,1,0,Check-Out,7/3/2015,Scott Ward,Scott_Ward11@hotmail.com,463-281-5751,************2726
0,1,2015,July,27,2,0,1,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,147,1,0,Check-Out,7/3/2015,Derrick Bailey,Derrick_Bailey@protonmail.com,709-066-0652,************6401
0,1,2015,July,27,2,0,1,2,2,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,107,1,2,Check-Out,7/3/2015,Jessica Cole,Jessica_Cole@yahoo.com,179-191-0924,************3609
0,0,2015,July,27,2,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,147,0,0,Check-Out,7/3/2015,Reginald Russo,Russo.Reginald65@comcast.net,765-624-6051,************1221
0,0,2015,July,27,2,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,117.9,0,2,Check-Out,7/3/2015,William Sanchez,William.Sanchez@mail.com,120-215-7905,************2923
0,0,2015,July,27,2,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,123,0,0,Check-Out,7/3/2015,Diane Rose,Diane.Rose@protonmail.com,362-196-5800,************7251
0,14,2015,July,27,2,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,242,,0,Transient,98,0,1,Check-Out,7/4/2015,Nathan Smith,Nathan_Smith@comcast.net,689-649-9029,************4556
0,10,2015,July,27,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,,0,Transient,117.81,0,0,Check-Out,7/4/2015,Andrew Bullock,AndrewBullock17@hotmail.com,674-443-2397,************4571
0,5,2015,July,27,2,0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,135,1,2,Check-Out,7/4/2015,Nancy Mccormick,Nancy.M@protonmail.com,199-421-8585,************7707
0,17,2015,July,27,2,0,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250,,0,Transient,133,0,1,Check-Out,7/5/2015,Barbara Cole,Barbara.Cole@hotmail.com,152-786-1085,************6762
0,93,2015,July,27,2,0,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,115,,0,Contract,58.95,0,0,Check-Out,7/5/2015,Sheri Aguilar,Aguilar.Sheri22@att.com,333-467-7388,************5982
1,3,2015,July,27,2,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,136.33,0,2,Canceled,6/29/2015,Sandra Graham,Sandra_Graham@xfinity.com,141-723-4259,************4525
0,10,2015,July,27,3,0,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,H,0,No Deposit,240,,0,Transient,153,1,0,Check-Out,7/5/2015,Christopher Cabrera,Cabrera.Christopher@yahoo.com,852-612-3076,************8922
0,3,2015,July,27,3,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,110.5,0,0,Check-Out,7/5/2015,Melinda Flores,Flores_Melinda@yahoo.com,419-443-6780,************9114
0,51,2015,July,27,3,0,2,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,,0,Transient,97,0,0,Check-Out,7/5/2015,Michael Whitehead,Michael.W@mail.com,738-618-2202,************8548
1,71,2015,July,27,3,0,2,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,110.3,0,2,Canceled,6/16/2015,Brent Hamilton,Brent.Hamilton15@gmail.com,304-692-3370,************9129
1,63,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,82,0,2,Canceled,6/18/2015,Jessica Bradford,JBradford@outlook.com,207-319-4187,************6345
1,62,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,97,0,1,Canceled,7/3/2015,Marissa Robinson,MarissaRobinson@mail.com,770-855-7071,************8906
1,101,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,73.8,0,1,Canceled,6/12/2015,Jennifer Curry,Jennifer_Curry@hotmail.com,964-722-0569,************2465
0,2,2015,July,27,3,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient,91.5,0,0,Check-Out,7/5/2015,Teresa Maldonado,Maldonado_Teresa95@protonmail.com,623-086-5362,************7419
0,15,2015,July,27,3,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,114.5,0,0,Check-Out,7/5/2015,Bryan Perez,BryanPerez@gmail.com,125-111-5926,************7649
1,51,2015,July,27,3,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,110.3,0,0,Canceled,6/9/2015,Timothy Horn,Timothy.H@yandex.com,308-321-9169,************9797
0,3,2015,July,27,3,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,90.9,1,0,Check-Out,7/6/2015,Angela Williams,Angela.Williams@xfinity.com,580-737-9824,************2429
1,48,2015,July,27,3,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,123,0,0,Canceled,5/26/2015,Lee Ramirez MD,LMD@yahoo.com,764-987-4238,************1841
0,2,2015,July,27,3,2,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,122,0,0,Check-Out,7/7/2015,Allen Hoffman,AHoffman@protonmail.com,387-020-2239,************6785
0,72,2015,July,27,3,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,105,,0,Transient,110.7,1,0,Check-Out,7/7/2015,Michael Yu,Michael_Yu59@comcast.net,648-953-8540,************2015
0,81,2015,July,27,3,2,6,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,,0,Transient,85.86,0,0,Check-Out,7/11/2015,Anthony Moss,Anthony_Moss18@yandex.com,963-680-1077,************1583
0,99,2015,July,27,3,2,7,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,58.95,0,0,Check-Out,7/12/2015,Tony Olson,Tony_O@outlook.com,177-359-1844,************2796
1,368,2015,July,27,3,3,7,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,55.68,0,0,Canceled,5/19/2015,Clayton Cowan,Clayton.Cowan31@protonmail.com,504-743-2620,************8621
0,364,2015,July,27,3,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,55.68,0,0,Check-Out,7/13/2015,Mrs. Debra Jackson DDS,DDS_Mrs.@att.com,307-631-6954,************5361
1,81,2015,July,27,3,3,7,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,250,,0,Transient,124,0,1,Canceled,6/9/2015,Raymond Young,Young.Raymond92@verizon.com,699-642-7831,************1207
0,99,2015,July,27,3,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115,,0,Contract,111.15,0,0,Check-Out,7/13/2015,Lisa Schroeder,Schroeder.Lisa@comcast.net,530-765-2207,************6525
0,324,2015,July,27,3,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,,0,Contract,134.73,0,0,Check-Out,7/17/2015,Kristin Roberts,Kristin_Roberts56@protonmail.com,697-234-2961,************5111
0,69,2015,July,27,3,4,10,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,241,,0,Transient,92.45,0,1,Check-Out,7/17/2015,Howard Williams,Howard_W@outlook.com,725-661-7321,************7698
1,79,2015,July,27,3,6,15,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,108.73,0,2,Canceled,4/15/2015,Jennifer Murphy,Murphy.Jennifer59@yandex.com,704-540-0581,************5298
0,12,2015,July,27,3,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,73.8,0,0,Check-Out,7/4/2015,Joshua Delacruz,JoshuaDelacruz@outlook.com,865-382-8535,************7875
0,9,2015,July,27,3,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,98,1,2,Check-Out,7/4/2015,Colleen Murphy,Colleen.Murphy@mail.com,338-111-1480,************2377
0,1,2015,July,27,3,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,131,0,1,Check-Out,7/4/2015,Rebecca Hebert,RHebert34@zoho.com,949-133-1514,************5325
0,21,2015,July,27,3,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,123,0,0,Check-Out,7/4/2015,Robert Campbell,RCampbell@verizon.com,889-737-3353,************8057
0,9,2015,July,27,3,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,,0,Transient,94.71,0,0,Check-Out,7/4/2015,Matthew Lang,Lang_Matthew34@hotmail.com,717-746-5383,************9947
0,109,2015,July,27,3,0,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,123,0,2,Check-Out,7/4/2015,David Mcgee,David_M@aol.com,476-034-9610,************6891
1,109,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,123,0,1,Canceled,5/26/2015,Jill Key,JillKey89@att.com,660-175-9098,************5468
1,72,2015,July,27,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,73.8,0,1,Canceled,6/29/2015,Nicole Campbell,NicoleCampbell26@zoho.com,438-796-8267,************2551
1,63,2015,July,27,3,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242,,0,Transient,117,0,1,Canceled,5/13/2015,James Hill,Hill.James@mail.com,448-162-3076,************1311
0,63,2015,July,27,3,2,5,3,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,105,,0,Transient,196.54,0,1,Check-Out,7/10/2015,Daniel Richard,Daniel_R@xfinity.com,540-499-1735,************9315
0,101,2015,July,27,3,2,5,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,99.3,1,2,Check-Out,7/10/2015,Jacob Porter,Porter_Jacob@verizon.com,432-456-4500,************4203
0,102,2015,July,27,3,2,5,2,0,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,0,Transient,90.95,0,0,Check-Out,7/10/2015,Susan Wilson,Wilson_Susan@comcast.net,253-535-6431,************9666
0,4,2015,July,27,4,2,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,250,,0,Transient,92.67,0,1,Check-Out,7/7/2015,Barbara Alvarez,Barbara.A87@outlook.com,358-294-6282,************1072
0,98,2015,July,27,4,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Transient,71.55,1,0,Check-Out,7/7/2015,Noah Bowers,NoahBowers@protonmail.com,773-380-8502,************7381
0,92,2015,July,27,4,2,4,1,2,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,96.49,0,2,Check-Out,7/10/2015,Thomas Morales,Morales.Thomas@att.com,952-506-4281,************6048
0,95,2015,July,27,4,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,85.8,1,2,Check-Out,7/10/2015,Christopher Wilson,Christopher.Wilson@mail.com,189-137-7120,************7117
0,102,2015,July,27,4,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,96.3,0,1,Check-Out,7/11/2015,Marcus Mitchell,Marcus.Mitchell40@hotmail.com,496-320-0970,************5645
1,26,2015,July,27,4,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,163,0,0,Canceled,6/9/2015,Joshua Bailey,JBailey29@aol.com,995-641-6241,************8273
1,73,2015,July,27,4,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,172,0,1,Canceled,5/20/2015,Dennis Weaver,DWeaver@yandex.com,247-140-1235,************5292
1,102,2015,July,27,4,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,110.7,0,1,Canceled,4/22/2015,William Gordon,WilliamGordon@xfinity.com,244-158-4067,************9110
0,115,2015,July,27,4,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,,0,Transient,58.95,0,1,Check-Out,7/11/2015,Nicholas Acosta,NAcosta52@gmail.com,879-786-1294,************4489
0,102,2015,July,27,4,2,5,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,73.8,0,2,Check-Out,7/11/2015,Angel Smith,Angel_S@zoho.com,777-065-6700,************8689
